지역,광역시도,제조사,차종,모델명,국비보조금(만원),지방비보조금(만원),총보조금(만원)
영양군,경상북도,테슬라코리아,일반승용,(단종)Model Y Performance,191,197,388
영양군,경상북도,테슬라코리아,일반승용,Model 3 Performance,187,193,380
영양군,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,208,410
영양군,경상북도,테슬라코리아,일반승용,Model 3 RWD,186,192,378
영양군,경상북도,테슬라코리아,일반승용,New Model Y Long Range,207,214,421
영양군,경상북도,테슬라코리아,일반승용,New Model Y RWD,188,194,382
영양군,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,207,408
영양군,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,208,410
영양군,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,436,858
영양군,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,222,437
영양군,경상북도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,436,858
영양군,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,207,408
영양군,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,207,408
영양군,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,227,447
영양군,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,187,368
영양군,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,145,286
영양군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,566,"1,066"
영양군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,566,"1,066"
영양군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,566,"1,066"
영양군,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,566,"1,066"
영양군,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,296,583
영양군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,270,531
영양군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,259,510
영양군,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,244,480
영양군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,252,496
영양군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,268,528
영양군,경상북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,544,"1,179"
영양군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,594,"1,280"
영양군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,588,"1,268"
영양군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,594,"1,280"
영양군,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,554,"1,201"
영양군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,462,"1,035"
영양군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,542,"1,165"
영양군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,485,"1,053"
영양군,경상북도,현대자동차,일반승용,아이오닉5 N,232,240,472
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,596,"1,255"
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,593,"1,249"
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,588,"1,239"
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,560,"1,184"
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,587,"1,237"
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,570,"1,203"
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,537,"1,139"
영양군,경상북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,284,559
영양군,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,510,"1,071"
영양군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,258,508
영양군,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,275,541
영양군,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,542,"1,165"
영양군,경상북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,286,563
영양군,경상북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,285,561
영양군,경상북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,288,567
영양군,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,256,504
영양군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,275,541
영양군,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,286,563
영양군,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,300,590
영주시,경상북도,BMW,일반승용,MINI Cooper SE,303,313,616
영주시,경상북도,BMW,일반승용,i4 eDrive40,189,195,384
영주시,경상북도,BMW,일반승용,i4 M50,172,177,349
영주시,경상북도,BMW,일반승용,iX1 xDrive30,154,159,313
영주시,경상북도,BMW,일반승용,i4 eDrive40 LCI,187,193,380
영주시,경상북도,BMW,일반승용,iX2 eDrive20,167,172,339
영주시,경상북도,BMW,일반승용,MINI Countryman SE ALL4,158,163,321
영주시,경상북도,BMW,일반승용,MINI Countryman E,166,171,337
영주시,경상북도,BMW,일반승용,MINI Aceman SE,306,316,622
영주시,경상북도,BMW,일반승용,i4 M50 LCI,177,183,360
영주시,경상북도,BMW,일반승용,MINI JCW Aceman E,151,156,307
영주시,경상북도,BMW,일반승용,MINI JCW E,147,152,299
영주시,경상북도,BMW,일반승용,MINI Aceman E,306,316,622
영주시,경상북도,기아,경·소형,레이 EV 2WD 14인치 4인승 승용,457,517,974
영주시,경상북도,기아,경·소형,레이 EV 2WD 14인치 2인승 밴,457,517,974
영주시,경상북도,기아,경·소형,레이 EV 2WD 14인치 1인승 밴,457,517,974
영주시,경상북도,기아,일반승용,The all-new Kia Niro EV,590,516,"1,106"
영주시,경상북도,기아,일반승용,EV9 롱레인지 2WD 19인치,275,284,559
영주시,경상북도,기아,일반승용,EV9 롱레인지 2WD 20인치,273,282,555
영주시,경상북도,기아,일반승용,EV9 롱레인지 4WD 19인치,259,267,526
영주시,경상북도,기아,일반승용,EV9 롱레인지 4WD 21인치,265,274,539
영주시,경상북도,기아,일반승용,EV9 롱레인지 GTL 4WD 21인치,257,265,522
영주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 4WD 20인치,617,560,"1,177"
영주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 2WD 20인치,644,588,"1,232"
영주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 4WD 19인치,646,590,"1,236"
영주시,경상북도,기아,일반승용,더뉴EV6 롱레인지 2WD 19인치,655,600,"1,255"
영주시,경상북도,기아,일반승용,EV3 롱레인지 2WD 17인치,565,584,"1,149"
영주시,경상북도,기아,일반승용,EV3 롱레인지 2WD 19인치,565,584,"1,149"
영주시,경상북도,기아,일반승용,EV3 스탠다드 2WD,479,495,974
영주시,경상북도,기아,일반승용,더뉴EV6 GT,232,240,472
영주시,경상북도,기아,일반승용,더뉴EV6 스탠다드,582,528,"1,110"
영주시,경상북도,기아,일반승용,EV9 스탠다드,242,250,492
영주시,경상북도,기아,일반승용,EV4 롱레인지 GTL 2WD 19인치,565,584,"1,149"
영주시,경상북도,기아,일반승용,EV4 스탠다드 2WD 19인치,491,507,998
영주시,경상북도,기아,일반승용,EV4 롱레인지 2WD 17인치,565,584,"1,149"
영주시,경상북도,기아,일반승용,EV4 롱레인지 2WD 19인치,565,584,"1,149"
영주시,경상북도,기아,일반승용,EV4 스탠다드 2WD 17인치,522,540,"1,062"
영주시,경상북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(5인승),152,157,309
영주시,경상북도,메르세데스벤츠코리아,일반승용,(단종)EQB300 4MATIC(Pre-Facelift)(7인승),152,157,309
영주시,경상북도,메르세데스벤츠코리아,일반승용,EQA250(Facelift),190,196,386
영주시,경상북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(5인승),154,159,313
영주시,경상북도,메르세데스벤츠코리아,일반승용,EQB300 4MATIC(Facelift)(7인승),154,159,313
영주시,경상북도,볼보자동차코리아,일반승용,볼보 EX30 Single Motor ER,247,255,502
영주시,경상북도,비와이디코리아,일반승용,BYD ATTO 3,145,150,295
영주시,경상북도,쎄보모빌리티,초소형,(단종)CEVO-C SE,200,206,406
영주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 2WD 18인치,373,368,741
영주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 2WD 20인치,356,350,706
영주시,경상북도,케이지모빌리티,일반승용,코란도 EV 2WD,340,351,691
영주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 18인치,364,376,740
영주시,경상북도,케이지모빌리티,일반승용,토레스 EVX 20인치,354,366,720
영주시,경상북도,테슬라코리아,일반승용,(단종)Model 3 RWD(2024),183,189,372
영주시,경상북도,테슬라코리아,일반승용,Model 3 Long Range,202,208,410
영주시,경상북도,테슬라코리아,일반승용,(단종)Model Y RWD,201,174,375
영주시,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range,184,190,374
영주시,경상북도,테슬라코리아,일반승용,(단종)Model Y Performance,191,197,388
영주시,경상북도,테슬라코리아,일반승용,Model 3 Performance,187,193,380
영주시,경상북도,테슬라코리아,일반승용,(단종)Model Y Long Range 19인치,202,208,410
영주시,경상북도,테슬라코리아,일반승용,Model 3 RWD,186,192,378
영주시,경상북도,테슬라코리아,일반승용,New Model Y Long Range,207,214,421
영주시,경상북도,테슬라코리아,일반승용,New Model Y RWD,188,194,382
영주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 40 e-tron,201,207,408
영주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)아우디 Q4 Sportback 40 e-tron,202,208,410
영주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 2024 ID.4 Pro,422,436,858
영주시,경상북도,폭스바겐그룹코리아,일반승용,(단종)폭스바겐 ID.5 Pro,215,222,437
영주시,경상북도,폭스바겐그룹코리아,일반승용,폭스바겐 ID.4 Pro,422,436,858
영주시,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 Sportback 45 e-tron,201,207,408
영주시,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q4 45 e-tron,201,207,408
영주시,경상북도,폭스바겐그룹코리아,일반승용,아우디 Q6 e-tron performance,220,227,447
영주시,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Single Motor,181,187,368
영주시,경상북도,폴스타오토모티브코리아,일반승용,Polestar 4 Long Range Dual Motor,141,145,286
영주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 17인치,500,566,"1,066"
영주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 항속형 15인치,500,566,"1,066"
영주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 기본형 15인치,500,566,"1,066"
영주시,경상북도,현대자동차,경·소형,캐스퍼 일렉트릭 크로스 17인치,500,566,"1,066"
영주시,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치,287,296,583
영주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치,261,270,531
영주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치,251,259,510
영주시,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치,236,244,480
영주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치,244,252,496
영주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치,260,268,528
영주시,경상북도,현대자동차,일반승용,아이오닉6 스탠다드 2WD 18인치,635,544,"1,179"
영주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 18인치,686,594,"1,280"
영주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 2WD 20인치,680,588,"1,268"
영주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 18인치,686,594,"1,280"
영주시,경상북도,현대자동차,일반승용,아이오닉6 롱레인지 AWD 20인치,647,554,"1,201"
영주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 스탠다드 17인치,573,462,"1,035"
영주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치,623,542,"1,165"
영주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 19인치(빌트인 캠),568,485,"1,053"
영주시,경상북도,현대자동차,일반승용,아이오닉5 N,232,240,472
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치 빌트인 캠 미적용,659,596,"1,255"
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 19인치,656,593,"1,249"
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 20인치,651,588,"1,239"
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 20인치,624,560,"1,184"
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 19인치,650,587,"1,237"
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 롱레인지 N라인 20인치,633,570,"1,203"
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 AWD 롱레인지 N라인 20인치,602,537,"1,139"
영주시,경상북도,현대자동차,일반승용,Electrified G80 AWD 19인치(2025),275,284,559
영주시,경상북도,현대자동차,일반승용,더뉴아이오닉5 2WD 스탠다드 19인치,561,510,"1,071"
영주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 20인치(2025),250,258,508
영주시,경상북도,현대자동차,일반승용,Electrified GV70 AWD 19인치(2025),266,275,541
영주시,경상북도,현대자동차,일반승용,코나 일렉트릭 2WD 롱레인지 17인치(빌트인 캠),623,542,"1,165"
영주시,경상북도,현대자동차,일반승용,아이오닉9 성능형 AWD,277,286,563
영주시,경상북도,현대자동차,일반승용,아이오닉9 항속형 AWD,276,285,561
영주시,경상북도,현대자동차,일반승용,아이오닉9 항속형 2WD,279,288,567
영주시,경상북도,현대자동차,일반승용,GV60 퍼포먼스 AWD 21인치(2025),248,256,504
영주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 20인치(2025),266,275,541
영주시,경상북도,현대자동차,일반승용,GV60 스탠다드 AWD 19인치(2025),277,286,563
영주시,경상북도,현대자동차,일반승용,GV60 스탠다드 2WD 19인치(2025),290,300,590
영천시,경상북도,BMW,일반승용,MINI Cooper SE,303,313,616
영천시,경상북도,BMW,일반승용,i4 eDrive40,189,195,384
영천시,경상북도,BMW,일반승용,i4 M50,172,177,349
영천시,경상북도,BMW,일반승용,iX1 xDrive30,154,159,313
